item_id,np_text,noun1,noun1_animacy,preposition,noun2,noun2_animacy,adverb
877,The palace around the building usually,palace,inanimate,around,building,inanimate,usually
878,The park in the building usually,park,inanimate,in,building,inanimate,usually
879,The pier across the building usually,pier,inanimate,across,building,inanimate,usually
880,The plaza after the building usually,plaza,inanimate,after,building,inanimate,usually
881,The port in the building usually,port,inanimate,in,building,inanimate,usually
882,The river after the building usually,river,inanimate,after,building,inanimate,usually
883,The road after the building usually,road,inanimate,after,building,inanimate,usually
884,The room inside the building usually,room,inanimate,inside,building,inanimate,usually
885,The school over the building usually,school,inanimate,over,building,inanimate,usually
886,The shopfront over the building usually,shopfront,inanimate,over,building,inanimate,usually
887,The sidewalk around the building usually,sidewalk,inanimate,around,building,inanimate,usually
888,The stadium under the building usually,stadium,inanimate,under,building,inanimate,usually
889,The station inside the building usually,station,inanimate,inside,building,inanimate,usually
890,The street after the building usually,street,inanimate,after,building,inanimate,usually
891,The temple outside the building usually,temple,inanimate,outside,building,inanimate,usually
892,The towerblock outside the building usually,towerblock,inanimate,outside,building,inanimate,usually
893,The town across the building usually,town,inanimate,across,building,inanimate,usually
894,The village outside the building usually,village,inanimate,outside,building,inanimate,usually
895,The warehouse in the building usually,warehouse,inanimate,in,building,inanimate,usually
896,The workshop behind the building usually,workshop,inanimate,behind,building,inanimate,usually
897,The airplane across the building usually,airplane,inanimate,across,building,inanimate,usually
898,The amplifier in the building usually,amplifier,inanimate,in,building,inanimate,usually
899,The anchor in the building usually,anchor,inanimate,in,building,inanimate,usually
900,The apron in the building usually,apron,inanimate,in,building,inanimate,usually
901,The arch beside the building usually,arch,inanimate,beside,building,inanimate,usually
902,The arrow under the building usually,arrow,inanimate,under,building,inanimate,usually
903,The backpack inside the building usually,backpack,inanimate,inside,building,inanimate,usually
904,The bag beside the building usually,bag,inanimate,beside,building,inanimate,usually
905,The ball under the building usually,ball,inanimate,under,building,inanimate,usually
906,The balloon across the building usually,balloon,inanimate,across,building,inanimate,usually
907,The barrel outside the building usually,barrel,inanimate,outside,building,inanimate,usually
908,The basket across the building usually,basket,inanimate,across,building,inanimate,usually
909,The battery near the building usually,battery,inanimate,near,building,inanimate,usually
910,The bed before the building usually,bed,inanimate,before,building,inanimate,usually
911,The bell across the building usually,bell,inanimate,across,building,inanimate,usually
912,The bench outside the building usually,bench,inanimate,outside,building,inanimate,usually
913,The bicycle behind the building usually,bicycle,inanimate,behind,building,inanimate,usually
914,The blade under the building usually,blade,inanimate,under,building,inanimate,usually
915,The blanket under the building usually,blanket,inanimate,under,building,inanimate,usually
916,The book before the building usually,book,inanimate,before,building,inanimate,usually
917,The bottle inside the building usually,bottle,inanimate,inside,building,inanimate,usually
918,The box across the building usually,box,inanimate,across,building,inanimate,usually
919,The bridge in the building usually,bridge,inanimate,in,building,inanimate,usually
920,The broom near the building usually,broom,inanimate,near,building,inanimate,usually
921,The bucket behind the building usually,bucket,inanimate,behind,building,inanimate,usually
922,The building near the building usually,building,inanimate,near,building,inanimate,usually
923,The cabinet after the building usually,cabinet,inanimate,after,building,inanimate,usually
924,The camera under the building usually,camera,inanimate,under,building,inanimate,usually
925,The candle behind the building usually,candle,inanimate,behind,building,inanimate,usually
926,The car across the building usually,car,inanimate,across,building,inanimate,usually
927,The card after the building usually,card,inanimate,after,building,inanimate,usually
928,The carpet under the building usually,carpet,inanimate,under,building,inanimate,usually
929,The cart before the building usually,cart,inanimate,before,building,inanimate,usually
930,The chair after the building usually,chair,inanimate,after,building,inanimate,usually
931,The chest after the building usually,chest,inanimate,after,building,inanimate,usually
932,The clock over the building usually,clock,inanimate,over,building,inanimate,usually
933,The closet under the building usually,closet,inanimate,under,building,inanimate,usually
934,The computer inside the building usually,computer,inanimate,inside,building,inanimate,usually
935,The couch around the building usually,couch,inanimate,around,building,inanimate,usually
936,The crate near the building usually,crate,inanimate,near,building,inanimate,usually
937,The cup near the building usually,cup,inanimate,near,building,inanimate,usually
938,The curtain outside the building usually,curtain,inanimate,outside,building,inanimate,usually
939,The desk around the building usually,desk,inanimate,around,building,inanimate,usually
940,The door outside the building usually,door,inanimate,outside,building,inanimate,usually
941,The drawer near the building usually,drawer,inanimate,near,building,inanimate,usually
942,The drum before the building usually,drum,inanimate,before,building,inanimate,usually
943,The engine after the building usually,engine,inanimate,after,building,inanimate,usually
944,The envelope after the building usually,envelope,inanimate,after,building,inanimate,usually
945,The fence over the building usually,fence,inanimate,over,building,inanimate,usually
946,The flag beside the building usually,flag,inanimate,beside,building,inanimate,usually
947,The floor over the building usually,floor,inanimate,over,building,inanimate,usually
948,The fork in the building usually,fork,inanimate,in,building,inanimate,usually
949,The furnace in the building usually,furnace,inanimate,in,building,inanimate,usually
950,The gate inside the building usually,gate,inanimate,inside,building,inanimate,usually
951,The gear outside the building usually,gear,inanimate,outside,building,inanimate,usually
952,The glass behind the building usually,glass,inanimate,behind,building,inanimate,usually
953,The glove before the building usually,glove,inanimate,before,building,inanimate,usually
954,The hammer around the building usually,hammer,inanimate,around,building,inanimate,usually
955,The hat behind the building usually,hat,inanimate,behind,building,inanimate,usually
956,The helmet over the building usually,helmet,inanimate,over,building,inanimate,usually
957,The hook outside the building usually,hook,inanimate,outside,building,inanimate,usually
958,The instrument before the building usually,instrument,inanimate,before,building,inanimate,usually
959,The jacket over the building usually,jacket,inanimate,over,building,inanimate,usually
960,The jug outside the building usually,jug,inanimate,outside,building,inanimate,usually
961,The keyboard outside the building usually,keyboard,inanimate,outside,building,inanimate,usually
962,The knife beside the building usually,knife,inanimate,beside,building,inanimate,usually
963,The ladder under the building usually,ladder,inanimate,under,building,inanimate,usually
964,The lamp beside the building usually,lamp,inanimate,beside,building,inanimate,usually
965,The laptop around the building usually,laptop,inanimate,around,building,inanimate,usually
966,The letter over the building usually,letter,inanimate,over,building,inanimate,usually
967,The lever in the building usually,lever,inanimate,in,building,inanimate,usually
968,The lid over the building usually,lid,inanimate,over,building,inanimate,usually
969,The lock beside the building usually,lock,inanimate,beside,building,inanimate,usually
970,The map inside the building usually,map,inanimate,inside,building,inanimate,usually
971,The mask over the building usually,mask,inanimate,over,building,inanimate,usually
972,The microphone around the building usually,microphone,inanimate,around,building,inanimate,usually
973,The mirror in the building usually,mirror,inanimate,in,building,inanimate,usually
974,The monitor across the building usually,monitor,inanimate,across,building,inanimate,usually
975,The motor inside the building usually,motor,inanimate,inside,building,inanimate,usually
976,The mug across the building usually,mug,inanimate,across,building,inanimate,usually
977,The needle beside the building usually,needle,inanimate,beside,building,inanimate,usually
978,The notebook across the building usually,notebook,inanimate,across,building,inanimate,usually
979,The package near the building usually,package,inanimate,near,building,inanimate,usually
980,The paintbrush across the building usually,paintbrush,inanimate,across,building,inanimate,usually
981,The panel inside the building usually,panel,inanimate,inside,building,inanimate,usually
982,The paper under the building usually,paper,inanimate,under,building,inanimate,usually
983,The pen after the building usually,pen,inanimate,after,building,inanimate,usually
984,The pencil behind the building usually,pencil,inanimate,behind,building,inanimate,usually
985,The phone near the building usually,phone,inanimate,near,building,inanimate,usually
986,The piano under the building usually,piano,inanimate,under,building,inanimate,usually
987,The pipe beside the building usually,pipe,inanimate,beside,building,inanimate,usually
988,The plate before the building usually,plate,inanimate,before,building,inanimate,usually
989,The plug near the building usually,plug,inanimate,near,building,inanimate,usually
990,The pocket under the building usually,pocket,inanimate,under,building,inanimate,usually
991,The post over the building usually,post,inanimate,over,building,inanimate,usually
992,The projector across the building usually,projector,inanimate,across,building,inanimate,usually
993,The radio inside the building usually,radio,inanimate,inside,building,inanimate,usually
994,The raft outside the building usually,raft,inanimate,outside,building,inanimate,usually
995,The rail beside the building usually,rail,inanimate,beside,building,inanimate,usually
996,The rope beside the building usually,rope,inanimate,beside,building,inanimate,usually
997,The saddle around the building usually,saddle,inanimate,around,building,inanimate,usually
998,The saw in the building usually,saw,inanimate,in,building,inanimate,usually
999,The screen inside the building usually,screen,inanimate,inside,building,inanimate,usually
1000,The shelf in the building usually,shelf,inanimate,in,building,inanimate,usually
